IYO_000005	PSPTO_0001
IYO_015345	PSPTO_2778
IYO_015350	PSPTO_2777
IYO_015355	PSPTO_2776
IYO_015360	PSPTO_2775
IYO_015365	PSPTO_3326
IYO_015370	PSPTO_2774
IYO_015375	PSPTO_2773
IYO_015380	PSPTO_2772
IYO_015385	PSPTO_2771
IYO_015390	PSPTO_2769
IYO_015395	PSPTO_2768
IYO_015400	PSPTO_2767
IYO_015405	PSPTO_2766
IYO_015415	PSPTO_2765
IYO_015420	PSPTO_2764
IYO_015425	PSPTO_2763
IYO_015430	PSPTO_2762
IYO_015435	PSPTO_2761
IYO_015440	PSPTO_2760
IYO_015450	PSPTO_2758
IYO_015455	PSPTO_2757
IYO_015460	PSPTO_2756
IYO_015465	PSPTO_2755
IYO_015470	PSPTO_1308
IYO_015475	PSPTO_2753
IYO_015480	PSPTO_2752
IYO_015485	PSPTO_2751
IYO_015490	PSPTO_2750
IYO_015495	PSPTO_2749
IYO_015500	PSPTO_2748
IYO_015505	PSPTO_2747
IYO_015510	PSPTO_2746
IYO_015515	PSPTO_2745
IYO_015520	PSPTO_2744
IYO_015525	PSPTO_2743
IYO_015530	PSPTO_2742
IYO_015540	PSPTO_2739
IYO_015545	PSPTO_2738
IYO_015550	PSPTO_2737
IYO_015555	PSPTO_2736
IYO_015560	PSPTO_2735
IYO_015565	PSPTO_2734
IYO_015570	PSPTO_2733
IYO_015575	PSPTO_2732
IYO_015580	PSPTO_2731
IYO_015585	PSPTO_2730
IYO_015590	PSPTO_2729
IYO_015595	PSPTO_3326
IYO_015600	PSPTO_2728
IYO_015605	PSPTO_2726
IYO_015610	PSPTO_2725
IYO_015615	PSPTO_2724
IYO_015620	PSPTO_2723
IYO_015625	PSPTO_2722
IYO_015630	PSPTO_2721
IYO_015635	PSPTO_2720
IYO_015640	PSPTO_2719
IYO_015645	PSPTO_2718
IYO_015650	PSPTO_2717
IYO_015655	PSPTO_2716
IYO_015660	PSPTO_2715
IYO_015665	PSPTO_2714
IYO_015670	PSPTO_2713
IYO_015675	PSPTO_2712
IYO_015680	PSPTO_2711
IYO_015685	PSPTO_2710
IYO_015690	PSPTO_2709
IYO_015695	PSPTO_2708
IYO_015700	PSPTO_2707
IYO_015705	PSPTO_2706
IYO_015710	PSPTO_2705
IYO_015715	PSPTO_0886
IYO_015720	PSPTO_2703
IYO_015725	PSPTO_2702
IYO_015730	PSPTO_2701
IYO_015735	PSPTO_3326
IYO_015740	PSPTO_3035
IYO_015745	PSPTO_3036
IYO_015750	PSPTO_3037
IYO_015755	PSPTO_3038
IYO_015760	PSPTO_3039
IYO_015765	PSPTO_3040
IYO_015775	PSPTO_4992
IYO_015800	PSPTO_3777
IYO_015810	PSPTO_4511
IYO_015815	PSPTO_5629
IYO_015830	PSPTO_2842
IYO_015835	PSPTO_2841
IYO_015840	PSPTO_0522
IYO_015845	PSPTO_3181
IYO_015850	PSPTO_4511
IYO_015860	PSPTO_3067
IYO_015865	PSPTO_3068
IYO_015870	PSPTO_3069
IYO_015875	PSPTO_3070
IYO_015880	PSPTO_3071
IYO_015885	PSPTO_3072
IYO_015890	PSPTO_3073
IYO_015895	PSPTO_3074
IYO_015900	PSPTO_3075
IYO_015905	PSPTO_3076
IYO_015910	PSPTO_3077
IYO_015915	PSPTO_3078
IYO_015920	PSPTO_3079
IYO_015925	PSPTO_3080
IYO_015930	PSPTO_3081
IYO_015940	PSPTO_3083
IYO_015945	PSPTO_3084
IYO_015950	PSPTO_3085
IYO_015970	PSPTO_3089
IYO_015975	PSPTO_3090
IYO_015980	PSPTO_3091
IYO_015985	PSPTO_3092
IYO_015995	PSPTO_3094
IYO_016000	PSPTO_2978
IYO_016005	PSPTO_2979
IYO_016010	PSPTO_2980
IYO_016015	PSPTO_2981
IYO_016025	PSPTO_1640
IYO_016040	PSPTO_4041
IYO_016055	PSPTO_3949
IYO_016065	PSPTO_2982
IYO_016070	PSPTO_4305
IYO_016075	PSPTO_4304
IYO_016080	PSPTO_4303
IYO_016085	PSPTO_2212
IYO_016090	PSPTO_5477
IYO_016095	PSPTO_2984
IYO_016100	PSPTO_5184
IYO_016105	PSPTO_2985
IYO_016110	PSPTO_2986
IYO_016115	PSPTO_2987
IYO_016120	PSPTO_2988
IYO_016125	PSPTO_2989
IYO_016130	PSPTO_2990
IYO_016135	PSPTO_2991
IYO_016140	PSPTO_2992
IYO_016145	PSPTO_2993
IYO_016155	PSPTO_5018
IYO_016175	PSPTO_2319
IYO_016185	PSPTO_1920
IYO_016190	PSPTO_1071
IYO_016195	PSPTO_0178
IYO_016205	PSPTO_5588
IYO_016210	PSPTO_2889
IYO_016215	PSPTO_2890
IYO_016220	PSPTO_2891
IYO_016225	PSPTO_5588
IYO_016230	PSPTO_2056
IYO_016235	PSPTO_5567
IYO_016245	PSPTO_1894
IYO_016250	PSPTO_1893
IYO_016255	PSPTO_5583
IYO_016260	PSPTO_2893
IYO_016265	PSPTO_4373
IYO_016280	PSPTO_1208
IYO_016285	PSPTO_3574
IYO_016305	PSPTO_2894
IYO_016310	PSPTO_2895
IYO_016315	PSPTO_2896
IYO_016320	PSPTO_2900
IYO_016325	PSPTO_2901
IYO_016330	PSPTO_2902
IYO_016335	PSPTO_2903
IYO_016340	PSPTO_2904
IYO_016345	PSPTO_2905
IYO_016350	PSPTO_2906
IYO_016355	PSPTO_2907
IYO_016360	PSPTO_2373
IYO_016365	PSPTO_2908
IYO_016370	PSPTO_2909
IYO_016375	PSPTO_2910
IYO_016380	PSPTO_2911
IYO_016385	PSPTO_2912
IYO_016390	PSPTO_2913
IYO_016395	PSPTO_2914
IYO_016400	PSPTO_2915
IYO_016405	PSPTO_2916
IYO_016410	PSPTO_2917
IYO_016415	PSPTO_2918
IYO_016420	PSPTO_2919
IYO_016425	PSPTO_2920
IYO_016430	PSPTO_2921
IYO_016435	PSPTO_2922
IYO_016440	PSPTO_2923
IYO_016445	PSPTO_2925
IYO_016450	PSPTO_2926
IYO_016455	PSPTO_2927
IYO_016465	PSPTO_2930
IYO_016470	PSPTO_2931
IYO_016475	PSPTO_4084
IYO_016510	PSPTO_2933
IYO_016515	PSPTO_2934
IYO_016525	PSPTO_2936
IYO_016530	PSPTO_2937
IYO_016540	PSPTO_3650
IYO_016545	PSPTO_2751
IYO_016550	PSPTO_2477
IYO_016555	PSPTO_2939
IYO_016560	PSPTO_2940
IYO_016570	PSPTO_2943
IYO_016575	PSPTO_2944
IYO_016580	PSPTO_2945
IYO_016585	PSPTO_2946
IYO_016590	PSPTO_2947
IYO_016595	PSPTO_3326
IYO_016600	PSPTO_4527
IYO_016605	PSPTO_2949
IYO_016610	PSPTO_2950
IYO_016615	PSPTO_2951
IYO_016620	PSPTO_2952
IYO_016630	PSPTO_2953
IYO_016635	PSPTO_2954
IYO_016640	PSPTO_2955
IYO_016645	PSPTO_2956
IYO_016650	PSPTO_2957
IYO_016655	PSPTO_2958
IYO_016660	PSPTO_2959
IYO_016665	PSPTO_2960
IYO_016675	PSPTO_2961
IYO_016680	PSPTO_2962
IYO_016685	PSPTO_2963
IYO_016690	PSPTO_2964
IYO_016695	PSPTO_2965
IYO_016700	PSPTO_2966
IYO_016705	PSPTO_2967
IYO_016710	PSPTO_2968
IYO_016715	PSPTO_2969
IYO_016720	PSPTO_2972
IYO_016725	PSPTO_2973
IYO_016730	PSPTO_2974
IYO_016735	PSPTO_2975
IYO_016740	PSPTO_2976
IYO_016750	PSPTO_3326
IYO_016755	PSPTO_2977
IYO_016765	PSPTO_4511
IYO_016775	PSPTO_2418
IYO_016780	PSPTO_2417
IYO_016785	PSPTO_2416
IYO_016795	PSPTO_2414
IYO_016800	PSPTO_2413
IYO_016805	PSPTO_2412
IYO_016810	PSPTO_2411
IYO_016815	PSPTO_4895
IYO_016820	PSPTO_2409
IYO_016825	PSPTO_2408
IYO_016830	PSPTO_2405
IYO_016835	PSPTO_2404
IYO_016840	PSPTO_2403
IYO_016845	PSPTO_2402
IYO_016850	PSPTO_2401
IYO_016855	PSPTO_2400
IYO_016860	PSPTO_2399
IYO_016865	PSPTO_2398
IYO_016870	PSPTO_2397
IYO_016875	PSPTO_2396
IYO_016880	PSPTO_2395
IYO_016890	PSPTO_4696
IYO_016895	PSPTO_4695
IYO_016960	PSPTO_5019
IYO_016965	PSPTO_5018
IYO_016970	PSPTO_4511
IYO_016980	PSPTO_5180
IYO_016985	PSPTO_5181
IYO_016990	PSPTO_5181
IYO_016995	PSPTO_2630
IYO_017000	PSPTO_3099
IYO_017005	PSPTO_3100
IYO_017010	PSPTO_3101
IYO_017015	PSPTO_3102
IYO_017020	PSPTO_3103
IYO_017025	PSPTO_3105
IYO_017030	PSPTO_3106
IYO_017035	PSPTO_3107
IYO_017040	PSPTO_3108
IYO_017045	PSPTO_3109
IYO_017050	PSPTO_3110
IYO_017055	PSPTO_3111
IYO_017060	PSPTO_3112
IYO_017065	PSPTO_3113
IYO_017070	PSPTO_3114
IYO_017075	PSPTO_3115
IYO_017080	PSPTO_3116
IYO_017085	PSPTO_3117
IYO_017090	PSPTO_3118
IYO_017095	PSPTO_3119
IYO_017100	PSPTO_3120
IYO_017105	PSPTO_3121
IYO_017110	PSPTO_3122
IYO_017115	PSPTO_3123
IYO_017120	PSPTO_3124
IYO_017125	PSPTO_3125
IYO_017130	PSPTO_3126
IYO_017135	PSPTO_3127
IYO_017140	PSPTO_3128
IYO_017145	PSPTO_3129
IYO_017150	PSPTO_3130
IYO_017155	PSPTO_3131
IYO_017160	PSPTO_3132
IYO_017165	PSPTO_3133
IYO_017170	PSPTO_3134
IYO_017175	PSPTO_3135
IYO_017180	PSPTO_3136
IYO_017185	PSPTO_3137
IYO_017190	PSPTO_3138
IYO_017195	PSPTO_3139
IYO_017200	PSPTO_3140
IYO_017205	PSPTO_3141
IYO_017210	PSPTO_3142
IYO_017215	PSPTO_3143
IYO_017220	PSPTO_3144
IYO_017225	PSPTO_3145
IYO_017230	PSPTO_3326
IYO_017235	PSPTO_2484
IYO_017240	PSPTO_2483
IYO_017245	PSPTO_2482
IYO_017250	PSPTO_2481
IYO_017255	PSPTO_2480
IYO_017260	PSPTO_2479
IYO_017265	PSPTO_2478
IYO_017270	PSPTO_2477
IYO_017275	PSPTO_2476
IYO_017285	PSPTO_2475
IYO_017290	PSPTO_2474
IYO_017295	PSPTO_2473
IYO_017300	PSPTO_3326
IYO_017315	PSPTO_2567
IYO_017320	PSPTO_2566
IYO_017325	PSPTO_2565
IYO_017330	PSPTO_2564
IYO_017335	PSPTO_2563
IYO_017340	PSPTO_2562
IYO_017345	PSPTO_2561
IYO_017350	PSPTO_2560
IYO_017355	PSPTO_2559
IYO_017360	PSPTO_2558
IYO_017365	PSPTO_2557
IYO_017370	PSPTO_2556
IYO_017375	PSPTO_2555
IYO_017380	PSPTO_2554
IYO_017385	PSPTO_2553
IYO_017390	PSPTO_2552
IYO_017400	PSPTO_2841
IYO_017405	PSPTO_2842
IYO_017415	PSPTO_4511
IYO_017430	PSPTO_4696
IYO_017445	PSPTO_2385
IYO_017450	PSPTO_2384
IYO_017455	PSPTO_2383
IYO_017460	PSPTO_2382
IYO_017465	PSPTO_2381
IYO_017470	PSPTO_2380
IYO_017475	PSPTO_2379
IYO_017480	PSPTO_2378
IYO_017485	PSPTO_2377
IYO_017490	PSPTO_2376
IYO_017505	PSPTO_4511
IYO_017510	PSPTO_2375
IYO_017515	PSPTO_2373
IYO_017520	PSPTO_2372
IYO_017525	PSPTO_2371
IYO_017530	PSPTO_2370
IYO_017535	PSPTO_2369
IYO_017540	PSPTO_2368
IYO_017545	PSPTO_2367
IYO_017550	PSPTO_2366
IYO_017555	PSPTO_2365
IYO_017560	PSPTO_2364
IYO_017565	PSPTO_2363
IYO_017570	PSPTO_2362
IYO_017575	PSPTO_2361
IYO_017580	PSPTO_2360
IYO_017585	PSPTO_2359
IYO_017590	PSPTO_2358
IYO_017595	PSPTO_5638
IYO_017605	PSPTO_2355
IYO_017610	PSPTO_2354
IYO_017615	PSPTO_2353
IYO_017620	PSPTO_2352
IYO_017625	PSPTO_2351
IYO_017630	PSPTO_2350
IYO_017635	PSPTO_2349
IYO_017640	PSPTO_2348
IYO_017645	PSPTO_2347
IYO_017650	PSPTO_2346
IYO_017655	PSPTO_2345
IYO_017660	PSPTO_2344
IYO_017665	PSPTO_2343
IYO_017670	PSPTO_2342
IYO_017675	PSPTO_2341
IYO_017680	PSPTO_2340
IYO_017685	PSPTO_2339
IYO_017690	PSPTO_2338
IYO_017695	PSPTO_2337
IYO_017700	PSPTO_2336
IYO_017705	PSPTO_2335
IYO_017710	PSPTO_2334
IYO_017715	PSPTO_2333
IYO_017720	PSPTO_3298
IYO_017725	PSPTO_2331
IYO_017730	PSPTO_2330
IYO_017735	PSPTO_4151
IYO_017750	PSPTO_4746
IYO_017755	PSPTO_4746
IYO_017760	PSPTO_4747
IYO_017765	PSPTO_4748
IYO_017770	PSPTO_4748
IYO_017775	PSPTO_4696
IYO_017780	PSPTO_4695
IYO_017795	PSPTO_4511
IYO_017810	PSPTO_1648
IYO_017815	PSPTO_4527
IYO_017820	PSPTO_2672
IYO_017830	PSPTO_3054
IYO_017835	PSPTO_2806
IYO_017840	PSPTO_4528
IYO_017845	PSPTO_3624
IYO_017850	PSPTO_3625
IYO_017855	PSPTO_3626
IYO_017865	PSPTO_3628
IYO_017870	PSPTO_3629
IYO_017875	PSPTO_3630
IYO_017880	PSPTO_3631
IYO_017885	PSPTO_3632
IYO_017890	PSPTO_3633
IYO_017895	PSPTO_3634
IYO_017900	PSPTO_3635
IYO_017905	PSPTO_3636
IYO_017910	PSPTO_3637
IYO_017915	PSPTO_3638
IYO_017920	PSPTO_3639
IYO_017925	PSPTO_3640
IYO_017930	PSPTO_3641
IYO_017940	PSPTO_3643
IYO_017945	PSPTO_3644
IYO_017950	PSPTO_3326
IYO_017960	PSPTO_2270
IYO_017965	PSPTO_2269
IYO_017970	PSPTO_2268
IYO_017975	PSPTO_2267
IYO_017980	PSPTO_2266
IYO_017990	PSPTO_2265
IYO_017995	PSPTO_2264
IYO_018005	PSPTO_2257
IYO_018010	PSPTO_2256
IYO_018015	PSPTO_2255
IYO_018020	PSPTO_2254
IYO_018025	PSPTO_2253
IYO_018030	PSPTO_4660
IYO_018035	PSPTO_2251
IYO_018040	PSPTO_2250
IYO_018045	PSPTO_2249
IYO_018050	PSPTO_2248
IYO_018055	PSPTO_2247
IYO_018060	PSPTO_2246
IYO_018065	PSPTO_2245
IYO_018070	PSPTO_2244
IYO_018075	PSPTO_2243
IYO_018080	PSPTO_2242
IYO_018085	PSPTO_2241
IYO_018090	PSPTO_2240
IYO_018105	PSPTO_2841
IYO_018110	PSPTO_2842
IYO_018120	PSPTO_2239
IYO_018125	PSPTO_2238
IYO_018130	PSPTO_2237
IYO_018135	PSPTO_2236
IYO_018140	PSPTO_2235
IYO_018150	PSPTO_2231
IYO_018160	PSPTO_2230
IYO_018165	PSPTO_2229
IYO_018170	PSPTO_2228
IYO_018175	PSPTO_2227
IYO_018180	PSPTO_2226
IYO_018185	PSPTO_2225
IYO_018190	PSPTO_2224
IYO_018195	PSPTO_2224
IYO_018200	PSPTO_2223
IYO_018205	PSPTO_2222
IYO_018210	PSPTO_5206
IYO_018215	PSPTO_2221
IYO_018220	PSPTO_2220
IYO_018225	PSPTO_2218
IYO_018230	PSPTO_2217
IYO_018235	PSPTO_2216
IYO_018240	PSPTO_2215
IYO_018245	PSPTO_2214
IYO_018250	PSPTO_2213
IYO_018255	PSPTO_2212
IYO_018260	PSPTO_2211
IYO_018265	PSPTO_2210
IYO_018270	PSPTO_2209
IYO_018275	PSPTO_2208
IYO_018280	PSPTO_2207
IYO_018300	PSPTO_2415
IYO_018305	PSPTO_4630
IYO_018320	PSPTO_2315
IYO_018325	PSPTO_2314
IYO_018330	PSPTO_2312
IYO_018335	PSPTO_2311
IYO_018340	PSPTO_2309
IYO_018345	PSPTO_2307
IYO_018350	PSPTO_2306
IYO_018355	PSPTO_2305
IYO_018360	PSPTO_2305
IYO_018365	PSPTO_2304
IYO_018370	PSPTO_2303
IYO_018380	PSPTO_2301
IYO_018385	PSPTO_2300
IYO_018390	PSPTO_2299
IYO_018395	PSPTO_2298
IYO_018400	PSPTO_2297
IYO_018405	PSPTO_2296
IYO_018410	PSPTO_2295
IYO_018415	PSPTO_2294
IYO_018420	PSPTO_2293
IYO_018425	PSPTO_2292
IYO_018430	PSPTO_2291
IYO_018435	PSPTO_2290
IYO_018440	PSPTO_2289
IYO_018445	PSPTO_2288
IYO_018450	PSPTO_2287
IYO_018455	PSPTO_2286
IYO_018460	PSPTO_2285
IYO_018465	PSPTO_2284
IYO_018470	PSPTO_2283
IYO_018475	PSPTO_2282
IYO_018485	PSPTO_2280
IYO_018490	PSPTO_2279
IYO_018495	PSPTO_2278
IYO_018500	PSPTO_2277
IYO_018505	PSPTO_2276
IYO_018510	PSPTO_2275
IYO_018515	PSPTO_2274
IYO_018520	PSPTO_2272
IYO_018530	PSPTO_3645
IYO_018535	PSPTO_3646
IYO_018540	PSPTO_3647
IYO_018545	PSPTO_3648
IYO_018550	PSPTO_3649
IYO_018555	PSPTO_1246
IYO_018565	PSPTO_3654
IYO_018570	PSPTO_3655
IYO_018575	PSPTO_3656
IYO_018580	PSPTO_3657
IYO_018585	PSPTO_3658
IYO_018590	PSPTO_3659
IYO_018595	PSPTO_3660
IYO_018600	PSPTO_3661
IYO_018605	PSPTO_3662
IYO_018610	PSPTO_3663
IYO_018615	PSPTO_3664
IYO_018620	PSPTO_3665
IYO_018625	PSPTO_3666
IYO_018630	PSPTO_3667
IYO_018635	PSPTO_3668
IYO_018640	PSPTO_3669
IYO_018645	PSPTO_3670
IYO_018650	PSPTO_3671
IYO_018655	PSPTO_3326
IYO_018660	PSPTO_3672
IYO_018665	PSPTO_3674
IYO_018670	PSPTO_3675
IYO_018675	PSPTO_3676
IYO_018680	PSPTO_3678
IYO_018685	PSPTO_3679
IYO_018690	PSPTO_3680
IYO_018695	PSPTO_3682
IYO_018700	PSPTO_3683
IYO_018705	PSPTO_0031
IYO_018715	PSPTO_3686
IYO_018720	PSPTO_3687
IYO_018725	PSPTO_3688
IYO_018730	PSPTO_3689
IYO_018735	PSPTO_0756
IYO_018755	PSPTO_3693
IYO_018760	PSPTO_3694
IYO_018765	PSPTO_3695
IYO_018770	PSPTO_3696
IYO_018775	PSPTO_3698
IYO_018780	PSPTO_3699
IYO_018785	PSPTO_3700
IYO_018790	PSPTO_3701
IYO_018795	PSPTO_3702
IYO_018800	PSPTO_3703
IYO_018805	PSPTO_3704
IYO_018810	PSPTO_3705
IYO_018815	PSPTO_3706
IYO_018825	PSPTO_4511
IYO_018830	PSPTO_3707
IYO_018835	PSPTO_3708
IYO_018840	PSPTO_3709
IYO_018845	PSPTO_3710
IYO_018850	PSPTO_3711
IYO_018855	PSPTO_3712
IYO_018860	PSPTO_3713
IYO_018865	PSPTO_3714
IYO_018870	PSPTO_3715
IYO_018875	PSPTO_3716
IYO_018880	PSPTO_3717
IYO_018885	PSPTO_3718
IYO_018890	PSPTO_3719
IYO_018895	PSPTO_3720
IYO_018900	PSPTO_3721
IYO_018905	PSPTO_3722
IYO_018910	PSPTO_3723
IYO_018915	PSPTO_3724
IYO_018920	PSPTO_3725
IYO_018925	PSPTO_3726
IYO_018930	PSPTO_3727
IYO_018935	PSPTO_3729
IYO_018960	PSPTO_3733
IYO_018965	PSPTO_3735
IYO_018970	PSPTO_3736
IYO_018975	PSPTO_3737
IYO_018980	PSPTO_3738
IYO_018985	PSPTO_3739
IYO_018990	PSPTO_3740
IYO_018995	PSPTO_3741
IYO_019000	PSPTO_3742
IYO_019005	PSPTO_3743
IYO_019010	PSPTO_3744
IYO_019015	PSPTO_3745
IYO_019020	PSPTO_3326
IYO_019025	PSPTO_3747
IYO_019030	PSPTO_3748
IYO_019035	PSPTO_3749
IYO_019040	PSPTO_3750
IYO_019045	PSPTO_3751
IYO_019050	PSPTO_3752
IYO_019055	PSPTO_3755
IYO_019060	PSPTO_3757
IYO_019070	PSPTO_3758
IYO_019075	PSPTO_3759
IYO_019080	PSPTO_3760
IYO_019085	PSPTO_3761
IYO_019090	PSPTO_3762
IYO_019095	PSPTO_3763
IYO_019100	PSPTO_3764
IYO_019105	PSPTO_3765
IYO_019110	PSPTO_3766
IYO_019120	PSPTO_3768
IYO_019125	PSPTO_3769
IYO_019130	PSPTO_3770
IYO_019135	PSPTO_3771
IYO_019140	PSPTO_3772
IYO_019145	PSPTO_3773
IYO_019150	PSPTO_3774
IYO_019160	PSPTO_3966
IYO_019165	PSPTO_5591
IYO_019175	PSPTO_4511
IYO_019185	PSPTO_1014
IYO_019195	PSPTO_3777
IYO_019200	PSPTO_3778
IYO_019205	PSPTO_3779
IYO_019210	PSPTO_3780
IYO_019215	PSPTO_3781
IYO_019220	PSPTO_3782
IYO_019225	PSPTO_3783
IYO_019230	PSPTO_3784
IYO_019235	PSPTO_3785
IYO_019240	PSPTO_3786
IYO_019245	PSPTO_3787
IYO_019250	PSPTO_3788
IYO_019255	PSPTO_3789
IYO_019260	PSPTO_3790
IYO_019265	PSPTO_3791
IYO_019270	PSPTO_3792
IYO_019275	PSPTO_3793
IYO_019280	PSPTO_3756
IYO_019285	PSPTO_3795
IYO_019290	PSPTO_3796
IYO_019295	PSPTO_3797
IYO_019300	PSPTO_3798
IYO_019305	PSPTO_3799
IYO_019315	PSPTO_3492
IYO_019320	PSPTO_3493
IYO_019325	PSPTO_3494
IYO_019330	PSPTO_3495
IYO_019335	PSPTO_3496
IYO_019340	PSPTO_3497
IYO_019345	PSPTO_3498
IYO_019350	PSPTO_3499
IYO_019355	PSPTO_3500
IYO_019360	PSPTO_3501
IYO_019365	PSPTO_3502
IYO_019370	PSPTO_3503
IYO_019375	PSPTO_3504
IYO_019380	PSPTO_3505
IYO_019385	PSPTO_3506
IYO_019390	PSPTO_3507
IYO_019395	PSPTO_3508
IYO_019400	PSPTO_3510
IYO_019405	PSPTO_3511
IYO_019410	PSPTO_3512
IYO_019415	PSPTO_3513
IYO_019420	PSPTO_3514
IYO_019425	PSPTO_3515
IYO_019430	PSPTO_3516
IYO_019435	PSPTO_3517
IYO_019445	PSPTO_3326
IYO_019450	PSPTO_4792
IYO_019460	PSPTO_3519
IYO_019465	PSPTO_3520
IYO_019470	PSPTO_3521
IYO_019475	PSPTO_3522
IYO_019480	PSPTO_3523
IYO_019485	PSPTO_3524
IYO_019490	PSPTO_3525
IYO_019495	PSPTO_3526
IYO_019500	PSPTO_3527
IYO_019510	PSPTO_3529
IYO_019515	PSPTO_3530
IYO_019520	PSPTO_3531
IYO_019525	PSPTO_3532
IYO_019530	PSPTO_3533
IYO_019535	PSPTO_3534
IYO_019540	PSPTO_3535
IYO_019545	PSPTO_3536
IYO_019550	PSPTO_3537
IYO_019555	PSPTO_3538
IYO_019560	PSPTO_3539
IYO_019565	PSPTO_3540
IYO_019570	PSPTO_3541
IYO_019575	PSPTO_3542
IYO_019580	PSPTO_3543
IYO_019585	PSPTO_3544
IYO_019590	PSPTO_3545
IYO_019595	PSPTO_3546
IYO_019600	PSPTO_3547
IYO_019605	PSPTO_3548
IYO_019610	PSPTO_3549
IYO_019615	PSPTO_3550
IYO_019620	PSPTO_3551
IYO_019625	PSPTO_3552
IYO_019630	PSPTO_3553
IYO_019635	PSPTO_3554
IYO_019640	PSPTO_3555
IYO_019645	PSPTO_3556
IYO_019650	PSPTO_4792
IYO_019655	PSPTO_3801
IYO_019660	PSPTO_3802
IYO_019665	PSPTO_3803
IYO_019670	PSPTO_3804
IYO_019675	PSPTO_3805
IYO_019685	PSPTO_3806
IYO_019690	PSPTO_3807
IYO_019710	PSPTO_3809
IYO_019715	PSPTO_3810
IYO_019720	PSPTO_3811
IYO_019725	PSPTO_3812
IYO_019730	PSPTO_3813
IYO_019735	PSPTO_3814
IYO_019740	PSPTO_3815
IYO_019745	PSPTO_3816
IYO_019750	PSPTO_3817
IYO_019755	PSPTO_3818
IYO_019760	PSPTO_3819
IYO_019765	PSPTO_3820
IYO_019770	PSPTO_3821
IYO_019775	PSPTO_3822
IYO_019780	PSPTO_3823
IYO_019785	PSPTO_3824
IYO_019790	PSPTO_3825
IYO_019795	PSPTO_3826
IYO_019800	PSPTO_3827
IYO_019805	PSPTO_3828
IYO_019810	PSPTO_3829
IYO_019815	PSPTO_3830
IYO_019820	PSPTO_3831
IYO_019825	PSPTO_3832
IYO_019830	PSPTO_3833
IYO_019835	PSPTO_3834
IYO_019840	PSPTO_3835
IYO_019845	PSPTO_3836
IYO_019850	PSPTO_3837
IYO_019855	PSPTO_3838
IYO_019860	PSPTO_3839
IYO_019865	PSPTO_3840
IYO_019870	PSPTO_3841
IYO_019875	PSPTO_3842
IYO_019880	PSPTO_3843
IYO_019885	PSPTO_3844
IYO_019890	PSPTO_3845
IYO_019895	PSPTO_3846
IYO_019900	PSPTO_3847
IYO_019905	PSPTO_3848
IYO_019910	PSPTO_3849
IYO_019915	PSPTO_3850
IYO_019920	PSPTO_3851
IYO_019930	PSPTO_3851
IYO_019935	PSPTO_3853
IYO_019940	PSPTO_3852
IYO_019945	PSPTO_3853
IYO_019950	PSPTO_3853
IYO_019955	PSPTO_3853
IYO_019960	PSPTO_3853
IYO_019965	PSPTO_3854
IYO_019970	PSPTO_3855
IYO_019975	PSPTO_3856
IYO_019980	PSPTO_3857
IYO_019985	PSPTO_3858
IYO_019990	PSPTO_3859
IYO_019995	PSPTO_3870
IYO_020000	PSPTO_3871
IYO_020005	PSPTO_3872
IYO_020010	PSPTO_3873
IYO_020015	PSPTO_3874
IYO_020020	PSPTO_3875
IYO_020025	PSPTO_3876
IYO_020030	PSPTO_3877
IYO_020035	PSPTO_3878
IYO_020040	PSPTO_3879
IYO_020045	PSPTO_3880
IYO_020050	PSPTO_3881
IYO_020055	PSPTO_3882
IYO_020060	PSPTO_3883
IYO_020065	PSPTO_3884
IYO_020070	PSPTO_3885
IYO_020075	PSPTO_3886
IYO_020080	PSPTO_3887
IYO_020085	PSPTO_3888
IYO_020090	PSPTO_3889
IYO_020095	PSPTO_3890
IYO_020110	PSPTO_3893
IYO_020115	PSPTO_3894
IYO_020120	PSPTO_3895
IYO_020125	PSPTO_4524
IYO_020135	PSPTO_4511
IYO_020150	PSPTO_3897
IYO_020155	PSPTO_3898
IYO_020160	PSPTO_3326
IYO_020165	PSPTO_3899
IYO_020170	PSPTO_1660
IYO_020175	PSPTO_4511
IYO_020185	PSPTO_0020
IYO_020190	PSPTO_0021
IYO_020195	PSPTO_4511
IYO_020205	PSPTO_1657
IYO_020215	PSPTO_4511
IYO_020220	PSPTO_1657
IYO_020250	PSPTO_4696
IYO_020255	PSPTO_2842
IYO_020295	PSPTO_4511
IYO_020305	PSPTO_1652
IYO_020310	PSPTO_1651
IYO_020340	PSPTO_1167
IYO_020350	PSPTO_1165
IYO_020355	PSPTO_1649
IYO_020365	PSPTO_1648
IYO_020370	PSPTO_5166
IYO_020375	PSPTO_1646
IYO_020380	PSPTO_1645
IYO_020385	PSPTO_1644
IYO_020390	PSPTO_1643
IYO_020395	PSPTO_1642
IYO_020400	PSPTO_1640
IYO_020405	PSPTO_1639
IYO_020410	PSPTO_1638
IYO_020415	PSPTO_1637
IYO_020420	PSPTO_1636
IYO_020425	PSPTO_4001
IYO_020430	PSPTO_1633
IYO_020435	PSPTO_1632
IYO_020440	PSPTO_1631
IYO_020445	PSPTO_1630
IYO_020450	PSPTO_1629
IYO_020455	PSPTO_1628
IYO_020460	PSPTO_1627
IYO_020465	PSPTO_1626
IYO_020470	PSPTO_1625
IYO_020475	PSPTO_1624
IYO_020480	PSPTO_1623
IYO_020485	PSPTO_1622
